Detalle del Correo	VALIDACION 1	CODIGO 1
Andrea , favor tu ayuda para eliminar seguro fraude que se carga en mi cta cte .- P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD 00000000000 $ 8.110  gracias.- 	4	6
Buenos días, quisiera saber si mi cuenta corriente tiene seguro. Saludos Gracias 	4	4
Hola Lorena, espero se encuentre bien, tengo contratado un seguro, pero no encuentro donde pagarlo es por un valor de $19.980, ademas quiero eliminarlo. Saludos	4	6
Favor informar sobre pago de seguro Mapfre que acabo de eliminar, pues no sé a qué corresponde. Código E09142230189488796  Gracias! 	4	6
Hola Marcela, feliz año nuevo. Te escribo, ya que me gustaria renunciar al último seguro que tome con el credito de compra cartera. Favor me puedes enviar el formulario de renuncia y los datos del seguro.  muchas gracias y buen día!	4	6
Estimado Manuel: Hace unos meses compré unos pasajes a Alemania para mi hija en travel security con la tc. me dicen que esta tiene un seguro para pédida de equipaje, Lufthansa e Iberia en combinación de Frankfort- Bruselas, le perdieron su maleta y no apareció definitivamente. Tampoco hemos tenido solución ni reembolso alguno por ninguna de las compañias areas mencionadas y responsables del hecho. Sin embargo me informaron que mi tc master card, tendría un seguro sobre este hecho y si es así qui	4	4
Estimada Barbara, te agradeceré eliminar el seguro de  cesantía del crédito que solicite.- No recuerdo haberlo firmado y me parece muy caro.  muchas gracias, Atte. Fanny Luengo	4	6
Estimada Rosario es posible dejar si efecto el seguro de desagravamen de la linea por sobre giro..??   Gracias Quedo atento. 	4	6
Paulina  Por favor informar sobre elseguro  del credito de consumo   enviar poliza e informar cobertura.   atte    Sergio Vera 	4	5
Catalina,     buenas tardes, le escribo por que usted figura como mi ejecutiva de cuentas. Tengo la siguiente pregunta y solicitud. Dentro de los productos que mantengo con el banco hay un crédito de consumo y este tiene asociado un seguro de cesantia. Entendiendo que el seguro de cesantia opera una vez que uno es desvinculado de empleador que pueda tener en un momento dado, y que yo soy independiente hace ya aproximadamente 2 años y que actualmente tengo mi propia empresa (EIRL) y trabajo indep	4	98
Estimada, quiero saber si el crédito que debo empezar a pagar desde septiembre se encuentra suscrito a PAC o debo realizar el pago manual desde la pagina del Banco. Quedo atento, gracias.	4	4
Revisar seguro fraudes, creo que tengo solo el basico.  atte	4	4
HOLA JAZMIN ME PUEDES ENVIAR LA PÓLIZA DE SEGUROS HOGAR POR FAVOR, NECESITO SABER LAS COBERTURAS. QUEDO ATENTA A TUS COMENTARIOS.  	4	7
Estimada Nicole, favor necesito saber más de un seguro con APV que se descuenta. tengo intenciones de retirar los fondos y cerrar el producto.  06-06-2018 P.A.C. VIDA SECURITY PREVISION 00000000000 $ 9.212    atento a su respuesta Cordial Saludo Alejandro Nuñez Saez	4	4
Hola, quiero saber si el seguro de cesantía se puede utilizar en caso de renuncia voluntaria. Saludos	4	9
Estimada tenga usted muy buenas tardes,quisie solicitar eliminar seguro que se contrato por teléfono ya que por motivos personales no podré seguir con el pago. Sin otro particular me despido de usted      Saluda atte a usted.   Cecilia Calderón Villarroel.	4	6
Estimada, buenas tardes:  Necesito eliminar un seguro que tengo asoociado a mi cuente aprox 9 mil/ mes. Por favor te solicito para eliminarlo cuanto antes.  Agradezco tu respuesta.  Pablo	4	6
Paulina necesiro saber como hago para quitar el seguro de metlife, la verdad no me ha servido mucho y ademas se me carga de manera incorrecta, ejemplo 2 veces este mes Lo otro es que me quedo una colita añl parecer de cobros indebidos en mi tarjeta Favor ayudarme con estas dos cosas Muchas gracias  Erna	4	6
Pamela   una consulta , cuando presenta papeles del seguro de cesantía tenia entendido que ambos crédito tienen incorporado esto , pero en cta solo abono a un credito. Favor su respuesta o son diferentes los seguros    05-dic ABONO PROVISORIO SEGURO CESANTIA 0 0 433983 05-dic PRESTAMOS CUOTA FIJA 0 433983 0 20-dic P.A.C. MAPFRE SEGUROS GRALS-SEGURO CE 0 16366 0 20-dic P.A.C. SURAMERICANA SGROS GRLS-CESANT 0 22364 0 20-dic PRESTAMOS CUOTA FIJA 0 285343 0 	4	9
Hola Isabel Perdi el numero de la poliza que quiero cerrar.-Me ayudas a conseguir la poliza por fa.-  Saludos y Gracias	4	7
Buen día Srta. Ingrid, necesito saber si fue enviada la información a la compañia de seguros, la cual envié mediante una carta a ud. la semana pasada.    Quedo atento.  Gracias.         Carlos. 	4	4
Estimado Nicolás: Me interesa saber que seguro me consideraron este mes de 25.500 y porque me sacaron esa plata si nunca lo he tenido. Además el mes pasado me sobregire por poco y cuando tuve plata me lo sacaron automático y nunca he tenido ese sistema. Me gusta a mi pagar una vez que tenga plata. Por favor me puedes ayudar. Saludos Claudia Imbarack	4	4
Estimados, Me gustaría saber como puedo eliminar un seguro asociado a mi cuenta corriente. Gracias.	4	6
Buenos días,  me gustaría saber como cliente banco security tenemos asociado a nuestras cuentas corrientes, un seguro fraude (que cubra clonación, giros, etc). Saludos, Paola Urrestarazu F.	4	98
Hola Marìa Josè, Tengo un seguro de salud contratado con Metlife que me lo descuentan todos los meses, pero ya no lo quiero, para que por favor anules el cobro automàtico.  Y que me guies que hacer porque es imposible que me den una respuesta en Metlife.  gracias y saludos.  Nora Vivanco Keller 7.152.907K	4	6
adrian hola, yo hice dos compras de seguros obligatorios atraves de la pagina, como lo hago para canjear mi viaje?	4	98
Favor enviar lista de seguros vigentes activos por creditos, me interesa saber si estoy pagando algo que no corresponda Atte. Cristian Castillo	4	4
Estimada  Me puede detallar a que corresponde este seguro? PLAN CUENTA CORRIENTE GENERAL (50% DE UF 1.4000)  Saludos	4	4
Buenas tardes, quisiera saber como opera el seguro de cesantía . Donde tengo que hacer el tramite? Desde ya agradezco,  Mildred Fabres C.	4	98
Elena, buenos días!  Me puedes desactivar el seguro que tome cunado pedi el crédito de consumo?  Atento a tu respuesta!!	4	6
Estimado Rodrigo, me gustaria saber como va el tramite del seguro de Cesantia, recuerda que lo ingresamos el 18 de octubre de 2018. A la espera de tu respuesta un cordial saludo.	4	98
Hola Cristina: Realice el prepago del crédito en Julio. Existe devolución del seguro de desgravamen entendiendo que no se utilizo todo el plazo.  Quedo atenta a tu respuesta	4	6
Hola Natalia, como estás? Te escribo ya que me acabo de dar cuenta que estoy pagando un seguro de desgravemen para la linea de crédito y me gustaría saber como eliminarlo, ya que prácticamente no la utilizo por lo que no le veo sentido tener el seguro. Muchas gracias, Quedo atento a tu respuesta, Saludos,  Alvaro 	4	6
Estimados, Solicito eliminar seguro contratado:  ** P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD **  Quedo atento,  Javier Baquedano  	4	6
Katherine, Por favor una respuesta, cuando solicite el crédito consumo, iba con seguro de cesantia, pero no lo veo reflejado en los estados de cuentas. me puedes averiguar por favor.  quedo atento  Esteban Gonzalez 	4	4
Maria Alejandra, buenas tardes Te tengo que contar que por una restructuracion de mi empresa cerraran algunas sucursales y entre ella la mia, por tal razon y como estoy en el grupo de los mas nuevos, me desvincularon por necesidades de la empresa. Por esta razon quisiera saber como accedo al seguro de cesantia de mi credito de consumo. Espero tus noticias.  Saludos M.F.	4	9
Hola buenas tardes espero que se encuentre bien, el motivo del correo es para consultar por los seguros de cesantia de mis productos si a tenido alguna novedad, lo otro es que cambie mi número de contacto por el  945514757  y agradecería si pudiera cambiarlo,  ya que el otro número ya no es de mi propiedad de ante mano muchas gracias y quedo atento a sus comentarios saludos Eliecer Viscay 	4	98
Estimada Francesca.  Favor eliminar seguro del crédito que termine de pagar  Gracias!	4	6
Estimada Marcela necesito me hagas llegar copia de la póliza seguro incendio y sismo del departamento por favor, 124080096  Atte Paola Rodríguez 	4	7
BUENAS TARDES SOY LUCIA SANDOVAL GOUET RUT 6620465-0 NECESITO POR FAVOR ME ENVIEN LA POLIZA DE SEGURO DE FRAUDE QUE CANCELO TODOS LOS MESES A LA ASEGURADORA ZENIT LA EJECUTIVA DE LA EMPRESA ME DICE QUE MI EJECUTIVO DE CUENTA ME LO PUEDE ENTREGAR DESDE ANTEMANO MUCHAS GRACIAS ATENTOS SALUDOS Y A LA ESPERA DE SU PRONTA RESPUESTA	4	7
Estimada María Alejandra Un gusto saludarla Le escribo para algo puntual; como ya la cuenta -por el momento- sólo ha quedado como algo similar a una "cuenta  vista", le agradecería pudiera eliminarme todos los seguros que tenga asociados a ella, para manejarla sólo respecto a los cheques ya emitidos y no tener sorpresas de saldos negativos por seguros que no se utilizan. Desde ya muchas gracias!!! Saludos cordiales.	4	6
Estimada:  Todos los meses en mi cuenta se me cobra un seguro de 4 mil y tantos pesos llamado P.A.C Zenit Seguros, con el cual no quisiera contar ya que ese monto es necesario para mi. ¿Como lo puedo hacer para descontratarlo?  Muchas gracias y saludos,  Dominga Larraín	4	6
Hola El 17 de julio venció un depósito a plazo pero no está depositado en mi CC. Gracias  Claudia 	4	4
Hola Mireya, cómo estás? Sabes que todavía no me llega el seguro de incendio y sismo. Lo necesito, porque me lo están cobrando doble la Administración de mi Edificio.  Por favor, te lo encargo urgente. Gracias  Carolina 	4	4
¿QUE ES ESE COBRO POR PLAN INTEGRAL PREFERENCIAL? ¿PORQUE SE ESTAN COBRANDO EN ESTADO DE CUENTA 02 CUOTAS DEL SEGURO?	4	98
estimada, quiero saber cuales son los seguros que tengo contratados con el banco y cuales son los beneficios de cada uno de ellos,  saludos y gracias 	4	4
Estimada Cristina Buenos días, agradeceré me puedas orientar cómo puedo eliminar un seguro de enfermedades catastróficas que se carga todos los meses a mi tarjeta de crédito. Saludos y gracias por vuestra ayuda.	4	6
Estimada Patricia:  Favor cerrar o derogar el seguro de Cesantía e Crédito Hipotecario por el que pago mensualmente un monto de $34.000 aproximadamente.  Muchas gracias.  Atentamente, Christian López C.	4	6
Estimada: Quisiera saber: -  si la tarjeta de crédito, tiene seguro de desgravaren. - .si la cuenta corriente, tiene seguro de desgravaren.  Estoy bien, es solo por seguridad !  Slds.- Cristian	4	4
Estimada Marcela  Junto con saludar solicito por favor eliminar de forma inmediata e indefinida  P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD   Atentamente,  Yury Palma M.	4	6
Daniela,   esperando te encuentres bien, necesito un favor, puedes dar de baja el seguro siguiente:  2018 P.A.C. ZENIT SEGUROS GRALES S.A- FRAU 00000000000 $ 9.447  Ya que llame al call center donde me trasfirieron con la aseguradora y me indican que lo debo realizar a través de ti.  desde ya muchas gracias. Verónica Bull T. 15.176.654-4	4	6
Agradeceré se envíe detalle de seguros vigentes a la fecha	4	4
Hola buenas tardes Lydia, te quiero contar que me quede sin trabajo por lo cual necesito activar mi seguro asociado a mi crédito hipotecario. Favor indicame que documentos te hago llegar Mi cel es 966192652 quedo atenta a tu respuesta, saludos Andrea Orellana	4	9
necesito de  que  eliminen de corredora security  certificado de cobertura de la  mejora que realizada por uds.     Seguro de accidentes personales  plan total   compañia de seguros  mapfre ........atte. cewr	4	6
Miriam: necesito la información de los seguros que tengo vigentes gestionados por ustedes y la copia de las pólizas respectivas. Es urgente esa información. La pagina del banco no me la proporciona.  Mandarlos al correo ssalinasvandorsee@gmail.com  Muchas gracias	4	4
Buen día Jazmin Te agradezco ver que seguros vigentes tengo contratados, necesito dar de baja si tengo algún seguro de robo o contenido.  Saludos Shadia	4	4
Hola  quisiera dar de baja un seguro de fraude que tengo contratado.   desde ya gracias,  saludos. 	4	6
Jazmin ¿Cómo estás?  Te escribo por dos cosas.La primera para pedirte que por favor me avises cuando el banco active beneficio automotriz de 24 cuotas sin interés.  Por otro lado necesito conocer cual es la cantidad de Security pesos que tengo acumulado a la fecha.  Espero tu pronta respuesta,  Saludos y gracias! 	4	98
Hola Caroline, ¿cómo estás? escribo para pedir me puedas enviar el detalle de los seguros que tengo contratados con el banco.  Quedo atento a tus comentarios.  Saludos, 	4	4
hola rosario                me puedes informar de que es este seguro.   P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD  gracias   Ariel Alvarez sm.	4	4
 María Eugenia como estas? Favor te pido eliminar seguro desgravamen de linea de credito,  Quedo atento	4	6
Pamela, buen día te escribía debido a que quiero cerrar un seguro de fraude que tengo con ustedes, para mi es difícil ir a sucursal a firmarlo, existe la posibilidad de hacerlo vía correo electrónico. Quedo atenta a tus comentarios  Gladys Pacheco Álvarez	4	6
Lydia, como te informe en reclamo anterior el 27 de Agosto recibí oferta seguro contra enfermedades graves, encontre el  código de verificación 08187176723 que me dio lo  el ejecutivo argentino que me atendió, no recuerdo el nombre. Como decia antes no h recibido lañpoliza , necsitorevisar lo efrecido para  confirmar si me quedaré cpn el seguro. Agradecere si me puedes ayudar con esto. muchas gracias  Luz Maria Heimpell	4	98
Hola como estás, favor me comentas avances del seguro de cesantía, cuando tendré abono del dinero Gracias quedo atenta, Saludos Andrea Orellana	4	5
Estimada junto con saludarla, quisiera solicitar que la baja en el seguro de cesantia que había contratado.   desde ya agradezco la gestión 	4	6
Quiero cotizar el seguro de protección familiar, por favor, contactar al 998422317.-   Gracias.-  Juan Carlos Medina Vargas.	4	8
Estimada Isabel,  revisando mi estado de cuenta me encontré con el cobro de un seguro de ZENIT, el que no he solicitado, por lo que agradeceré lo pueda eliminar,   adjunto el detalle indicado en la cuenta en relación al seguro,   "P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD"  favor de confirmar que este cobro ha sido eliminado,   atentamente,  Rodrigo Saavedra	4	6
